MÃ£ má»›i,MÃ£ cÅ©,Id,Code,ParentId,IsGroup,,,Name,ItemTypeName,Name2,ItemCustom,IsCustoms,IsItemWithColor,IsItemWithSize,IsItemWithArt,IsItemWithProductCostId,IsItemWithBizDocId_C2,IsItemWithSymmetrical,IsItemWithColorProduct,ParentCode,ItemGroupCode,KindCode,CustomerCode,ProductCostInfo,ProductItemCode,BranchCode,IsMaterial,UnitPrice,IsActive,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,_SelectKey__cumontli
,328701-MM,27272,328701-MM,4347,False,,,Quáº§n 328701,ThÃ nh pháº©m,,328701-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,328701-MM: Quáº§n 328701,,,False,NULL,True,4,44566.42708333333,-1,44566.42708333333,True
,328935,26510,328935,18976,False,,,328935,ThÃ nh pháº©m,,328935,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,,328935: 328935,,,False,NULL,True,-1,44509.25486111111,1342,44561.19583333333,True
,328984,26480,328984,18976,False,,,328984,ThÃ nh pháº©m,,328984,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,,328984: 328984,,,False,NULL,True,-1,44509.25486111111,1342,44561.19583333333,True
,328987,26763,328987,435,False,,,Ão 328987,ThÃ nh pháº©m,,328987,0,1,1,0,0,1,0,0,TPGCTN,TPGCXK,AO,,328987: Ão 328987,,,False,NULL,True,-1,44509.25486111111,-1,44509.25486111111,True
,329059,25305,329059,18976,False,,,Quáº§n bÆ¡i 329059,ThÃ nh pháº©m,Quáº§n bÆ¡i 329059: SWIMSHORT 100 BASIC,329059,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,329059: Quáº§n 329059: SWIMSHORT 100 BASIC,,A01,False,NULL,True,1370,44368.632638888885,1685,44774.385416666664,True
,329059FOB,29901,329059FOB,433,False,,,Quáº§n bÆ¡i 329059,ThÃ nh pháº©m,Quáº§n bÆ¡i 329059FOB: SWIMSHORT 100 BASIC,329059FOB,0,1,1,0,0,1,0,0,TPFOBTN,TPFOBTN,QUAN,AF07803,329059FOB: Quáº§n bÆ¡i 329059FOB,,,False,NULL,True,1684,44839.14791666666,1684,45164.19097222222,True
,329078,29405,329078,18976,False,,,Ão 329078,ThÃ nh pháº©m,Ão 329078 - SWEAT COL ROND BASIQUE 100,329078,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,329078: Ão 329078,,A01,False,NULL,True,1485,44792.16458333333,1384,45956.44097222222,True
,329078-MM,32665,329078-MM,4347,False,,,Ão 329078,ThÃ nh pháº©m,Ão 329078,329078-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,329078-MM: Ão 329078,,,False,NULL,True,1695,45180.04236111111,-1,45180.04236111111,True
,329219,26511,329219,18976,False,,,Ão 329219,ThÃ nh pháº©m,Ão 329219,329219,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,,329219: 329219,,,False,NULL,True,-1,44509.25486111111,1695,45682.71944444444,True
,329272,26512,329272,18976,False,,,329272,ThÃ nh pháº©m,,329272,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,,329272: 329272,,,False,NULL,True,-1,44509.25486111111,1342,44561.19652777778,True
,329358,27526,329358,435,False,,,329358 Ão,ThÃ nh pháº©m,,329358,0,1,1,0,0,1,0,0,TPGCTN,TPGCXK,,,329358: 329358 Ão,,,False,NULL,True,-1,44582.032638888886,-1,44582.032638888886,True
,329374,27428,329374,435,False,,,Ão 329374,ThÃ nh pháº©m,,329374,0,1,1,0,0,1,0,0,TPGCTN,TPGCXK,,,329374: Ão 329374,,,False,NULL,True,-1,44582.032638888886,-1,44582.032638888886,True
,329488,26081,329488,18976,False,,,Ão 329488,ThÃ nh pháº©m,Ão 329488 WIND JACKET TRAIL W,329488,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,329488: Ão 329488,,A01,False,NULL,True,1506,44454.33194444444,1504,45156.26944444444,True
,329505,26082,329505,18976,False,,,Ão 329505,ThÃ nh pháº©m,Ão 329505 WIND JACKET TRAIL M,329505,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,329505: Ão 329505,,A01,False,NULL,True,1506,44454.35277777778,1504,45156.26944444444,True
,329505-MM,37850,329505-MM,4347,False,,,ÃO 329505,ThÃ nh pháº©m,ÃO 329505,329505-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,329505-MM: ÃO 329505,,,False,NULL,True,1695,45716.44930555555,-1,45716.44930555555,True
,329506,26084,329506,18976,False,,,Ão 329506,ThÃ nh pháº©m,Ão 329506 WIND SLEEVELESS VEST TRAIL M,329506,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,329506: Ão 329506,,A01,False,NULL,True,1506,44454.37569444444,1506,44454.376388888886,True
,329693,26083,329693,18976,False,,,Quáº§n 329693,ThÃ nh pháº©m,Quáº§n 329693 SHORT BAGGY TRAIL W,329693,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,329693: Quáº§n 329693,,A01,False,NULL,True,1506,44454.35486111111,1506,44454.37291666667,True
,329693-LAB,28404,329693-LAB,4347,False,,,Quáº§n 329693,ThÃ nh pháº©m,Quáº§n 329693,329693-LAB,0,1,1,0,0,1,0,0,TPUNK,TPGCXK,QUAN,,329693-LAB: Quáº§n 329693,,,False,NULL,True,1695,44680.15138888889,-1,44680.15138888889,True
,329833,27867,329833,18976,False,,,ÃO 329833,ThÃ nh pháº©m,,329833,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,329833: 329833 - SNB JKT 500 M AW2223,,A01,False,NULL,True,1464,44631.131944444445,1696,45170.30972222222,True
,329834,27870,329834,18976,False,,,Quáº§n 329834,ThÃ nh pháº©m,,329834,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,329834: 329834 - SNB PA 500 M AW2223,,A01,False,NULL,True,1464,44631.135416666664,1342,45168.362499999996,True
,32EA7040-MM,30264,32EA7040-MM,4347,False,,,ÃO 32EA7040,ThÃ nh pháº©m,ÃO 32EA7040,32EA7040-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,NG13301,32EA7040-MM: ÃO 32EA7040,,,False,NULL,True,1695,44874.271527777775,-1,44874.271527777775,True
,32EA7041-MM,30265,32EA7041-MM,4347,False,,,QUáº¦N 32EA7041,ThÃ nh pháº©m,QUáº¦N 32EA7041,32EA7041-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,NG13301,32EA7041-MM: QUáº¦N 32EA7041,,,False,NULL,True,1695,44874.27222222222,-1,44874.27222222222,True
,32EA7401-MM,30263,32EA7401-MM,4347,False,,,ÃO 32EA7401,ThÃ nh pháº©m,ÃO 32EA7401,32EA7401-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,NG13301,32EA7401-MM: ÃO 32EA7401,,,False,NULL,True,1695,44874.27083333333,-1,44874.27083333333,True
,32EE2Q71-MM,30321,32EE2Q71-MM,4347,False,,,Ão 32EE2Q71,ThÃ nh pháº©m,Ão 32EE2Q71,32EE2Q71-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,32EE2Q71-MM: Ão 32EE2Q71,,,False,NULL,True,1695,44882.09444444444,-1,44882.09444444444,True
,32EE9A07-MM,30262,32EE9A07-MM,4347,False,,,ÃO 32EE9A07,ThÃ nh pháº©m,ÃO 32EE9A07,32EE9A07-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,NG13301,32EE9A07-MM: ÃO 32EE9A07,,,False,NULL,True,1695,44874.27083333333,-1,44874.27083333333,True
,32EG7006C-MM,30270,32EG7006C-MM,4347,False,,,ÃO 32EG7006C,ThÃ nh pháº©m,ÃO 32EG7006C,32EG7006C-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,NG13301,32EG7006C-MM: ÃO 32EG7006C,,,False,NULL,True,1695,44874.27847222222,-1,44874.27847222222,True
,32FB0A51-MM,30266,32FB0A51-MM,4347,False,,,QUáº¦N 32FB0A51,ThÃ nh pháº©m,QUáº¦N 32FB0A51,32FB0A51-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,NG13301,32FB0A51-MM: QUáº¦N 32FB0A51,,,False,NULL,True,1695,44874.27291666666,-1,44874.27291666666,True
,32FG7006C-MM,30267,32FG7006C-MM,4347,False,,,ÃO 32FG7006C,ThÃ nh pháº©m,ÃO 32FG7006C,32FG7006C-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,NG13301,32FG7006C-MM: ÃO 32FG7006C,,,False,NULL,True,1695,44874.27291666666,-1,44874.27291666666,True
,330172,27516,330172,435,False,,,330172 Ão,ThÃ nh pháº©m,,330172,0,1,1,0,0,1,0,0,TPGCTN,TPGCXK,,,330172: 330172 Ão,,,False,NULL,True,-1,44582.032638888886,-1,44582.032638888886,True
,330172-MM,28240,330172-MM,4347,False,,,Ão 330172,ThÃ nh pháº©m,Ão 330172,330172-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,330172-MM: Ão 330172,,,False,NULL,True,1695,44670.08333333333,-1,44670.08333333333,True
,330215,21348,330215,18976,False,,,Quáº§n 330215,ThÃ nh pháº©m,Quáº§n 330215  FLE 120 W Legging 7/8,330215,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,330215: 330215_Quáº§n FLE 120 W Legging 7/8,,A01,False,NULL,True,1342,44221.11666666666,1384,45956.44236111111,True
,330215-LAB,28399,330215-LAB,4347,False,,,Quáº§n 330215,ThÃ nh pháº©m,Quáº§n 330215,330215-LAB,0,1,1,0,0,1,0,0,TPUNK,TPGCXK,QUAN,,330215-LAB: Quáº§n 330215,,,False,NULL,True,1695,44680.149305555555,-1,44680.149305555555,True
,330215-MM,27788,330215-MM,4347,False,,,Quáº§n 330215,ThÃ nh pháº©m,Quáº§n 330215,330215-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,330215-MM: Quáº§n 330215,,,False,NULL,True,1488,44615.13680555555,-1,44615.13680555555,True
,330255,21347,330255,18976,False,,,Quáº§n 330255,ThÃ nh pháº©m,Quáº§n 330255  FLE 100,330255,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,330255: 330255_Quáº§n FLE 100,,,False,NULL,True,1342,44221.11597222222,1342,44365.1875,True
,330255-MM,27141,330255-MM,4347,False,,,Quáº§n 330255,ThÃ nh pháº©m,,330255-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,330255-MM: Quáº§n 330255,,,False,NULL,True,4,44566.424999999996,-1,44566.424999999996,True
,330283,21358,330283,18976,False,,,Quáº§n 330283,ThÃ nh pháº©m,Quáº§n 330283   FTI 120,330283,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,330283: 330283_Quáº§n FTI 120,,,False,NULL,True,1342,44221.41458333333,1384,45956.44305555555,True
,330283.-MM,36454,330283.-MM,4347,False,,,MOCKUP 330283,ThÃ nh pháº©m,MOCKUP 330283,330283.-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,NG15601,330283.-MM: MOCKUP 330283,,,False,NULL,True,1695,45567.13125,-1,45567.13125,True
,330283-LAB,28422,330283-LAB,4347,False,,,Quáº§n 330283,ThÃ nh pháº©m,Quáº§n 330283,330283-LAB,0,1,1,0,0,1,0,0,TPUNK,TPGCXK,QUAN,AF07802,330283-LAB: Quáº§n 330283,,,False,NULL,True,1695,44680.19652777778,-1,44680.19652777778,True
,330283-MM,27791,330283-MM,4347,False,,,Quáº§n 330283,ThÃ nh pháº©m,Quáº§n 330283,330283-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,330283-MM: Quáº§n 330283,,,False,NULL,True,1488,44616.06875,-1,44616.06875,True
,330425,27559,330425,18976,False,,,Ão 330425,ThÃ nh pháº©m,Ão 330425,330425,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,330425: Ão 330425,,A01,False,NULL,True,-1,44582.625,1349,45114.305555555555,True
,330425-MM,27135,330425-MM,4347,False,,,Ão 330425,ThÃ nh pháº©m,,330425-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,330425-MM: Ão 330425,,,False,NULL,False,4,44566.424999999996,1504,44566.424999999996,False
,330570,21468,330570,18976,False,,,Ão 330570,ThÃ nh pháº©m,Ão 330570  JACKET RUN WIND+,330570,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,330570: 330570-JACKET RUN WIND+,,A01,False,NULL,True,1504,44256.205555555556,1342,44365.1875,True
,330570-LAB,28291,330570-LAB,4347,False,,,AÃ³ 330570,ThÃ nh pháº©m,AÃ³ 330570,330570-LAB,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,330570-LAB: AÃ³ 330570,,,False,NULL,True,1695,44676.36944444444,-1,44676.36944444444,True
,330590,27561,330590,435,False,,,Ão 330590,ThÃ nh pháº©m,,330590,0,1,1,0,0,1,0,0,TPGCTN,TPGCXK,,,330590: Ão 330590,,,False,NULL,True,-1,44582.625,-1,44582.625,True
,330629,25155,330629,18976,False,,,Ão 330629,ThÃ nh pháº©m,Ão 330629,330629,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,330629: Ão 330629,,,False,NULL,True,-1,44345.05763888889,1476,44462.49097222222,True
,330629-LAB,28345,330629-LAB,4347,False,,,ÃO 330629,ThÃ nh pháº©m,ÃO 330629,330629-LAB,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,330629-LAB: ÃO 330629,,,False,NULL,True,1695,44679.17569444444,-1,44679.17569444444,True
,330629-MM,28684,330629-MM,4347,False,,,ÃO  330629,ThÃ nh pháº©m,ÃO  330629,330629-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,330629-MM: Mockup 330629,,,False,NULL,True,1695,44704.277777777774,1695,44825.30694444444,True
,330684,26282,330684,18976,False,,,Quáº§n 330684,ThÃ nh pháº©m,,330684,0,1,1,1,0,0,0,0,TPGCXKD,TPGCXK,QUAN,NULL,330684: Quáº§n 330684,,,False,NULL,True,1494,44496.06458333333,-1,44496.06458333333,True
,330684-MM,27283,330684-MM,4347,False,,,Quáº§n 330684,ThÃ nh pháº©m,,330684-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,330684-MM: Quáº§n 330684,,,False,NULL,True,4,44566.42708333333,-1,44566.42708333333,True
,330713,25791,330713,18976,False,,,Quáº§n 330713,ThÃ nh pháº©m,,330713,0,1,1,1,0,1,0,0,TPGCXKD,TPGCXK,QUAN,NULL,330713: Quáº§n 330713,,,False,NULL,True,1494,44385.101388888885,-1,44385.101388888885,True
,330713-MM,27281,330713-MM,4347,False,,,Quáº§n 330713,ThÃ nh pháº©m,,330713-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,330713-MM: Quáº§n 330713,,,False,NULL,True,4,44566.42708333333,-1,44566.42708333333,True
,331150-MM,33394,331150-MM,4347,False,,,Ão 331150,ThÃ nh pháº©m,Ão 331150,331150-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,NG00101,331150-MM: Ão 331150,,,False,NULL,True,1695,45233.08333333333,-1,45233.08333333333,True
,331173-MM,32299,331173-MM,4347,False,,,Ao 331173,ThÃ nh pháº©m,Ao 331173,331173-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,331173-MM: Ao 331173,,,False,NULL,True,1695,45142.35763888889,-1,45142.35763888889,True
,331392,21352,331392,18976,False,,,Bá»™ quáº§n Ã¡o 331392,ThÃ nh pháº©m,Bá»™ quáº§n Ã¡o 331392 SURVÃŠTEMENT S500 TB,331392,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,BOTT,AF07802,331392: 331392_Bá»™ SURVÃŠTEMENT S500 TB,,,False,NULL,True,1342,44221.131944444445,1342,44365.399305555555,True
,331392A,21361,331392A,18976,False,,,Ão 331392A,ThÃ nh pháº©m,Ão 331392A  SURVÃŠTEMENT S500 TB,331392A,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,331392A: 331392A_Ão SURVÃŠTEMENT S500 TB,331392,,False,NULL,True,1342,44222.36041666666,1342,44365.18819444444,True
,331392-LAB,28317,331392-LAB,4347,False,,,Bá»™ quáº§n Ã¡o 331392,ThÃ nh pháº©m,Bá»™ quáº§n Ã¡o 331392,331392-LAB,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUANAO,AF07802,331392-LAB: Bá»™ quáº§n Ã¡o 331392,,,False,NULL,True,1695,44676.38888888889,-1,44676.38888888889,True
,331392Q,21362,331392Q,18976,False,,,Quáº§n 331392Q,ThÃ nh pháº©m,Quáº§n 331392Q  SURVÃŠTEMENT S500 TB,331392Q,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,331392Q: 331392Q_Quáº§n SURVÃŠTEMENT S500 TB,331392,,False,NULL,True,1342,44222.36041666666,1342,44365.18819444444,True
,331739,25261,331739,18976,False,,,Ão 331739,ThÃ nh pháº©m,Ão 331739,331739,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,331739: Ão 331739,,,False,NULL,True,1494,44358.37569444444,1476,44567.16180555555,True
,331739-MM,27951,331739-MM,4347,False,,,Ão 331739,ThÃ nh pháº©m,Ão 331739,331739-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,AO,AF07802,331739-MM: Ão 331739,,,False,NULL,True,1488,44642.100694444445,-1,44642.100694444445,True
,331797,40975,331797,18976,False,,,ÃO 331797,ThÃ nh pháº©m,ÃO 331797 JKT MH500 TW B,331797,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,331797: ÃO 331797,,,False,NULL,True,1639,45890.313888888886,1639,45992.2625,True
,332059,26149,332059,18976,False,,,Quáº§n 332059,ThÃ nh pháº©m,Quáº§n 332059 - BS 150 KID BOY,332059,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332059: Quáº§n 332059,,,False,NULL,True,1671,44464.36388888889,1671,45175.177777777775,True
,332059FOB,29697,332059FOB,433,False,,,QUáº¦N 332059,ThÃ nh pháº©m,QUáº¦N 332059FOB,332059FOB,0,1,1,0,0,1,0,0,TPFOBTN,TPFOBTN,QUAN,AF07803,332059FOB: QUáº¦N 332059,,A01,False,NULL,True,1671,44824.07361111111,1671,44982.362499999996,True
,332137,27868,332137,18976,False,,,QUáº¦N  332137,ThÃ nh pháº©m,,332137,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332137: 332137 - SNB PA 500 NEW,,A01,False,NULL,True,1464,44631.13333333333,1342,45168.362499999996,True
,332137-MM,29233,332137-MM,4347,False,,,Quáº§n 332137,ThÃ nh pháº©m,Quáº§n 332137,332137-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,332137-MM: Quáº§n 332137,,,False,NULL,True,1695,44781.138194444444,-1,44781.138194444444,True
,332164,25999,332164,18976,False,,,QUáº¦N 332164,ThÃ nh pháº©m,QUáº¦N 332164 - SHORT 100 GIRL KATY,332164,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332164: QUáº¦N 332164,,,False,NULL,True,1464,44414.385416666664,1384,45956.464583333334,True
,332164L2L,36320,332164L2L,433,False,,,QUáº¦N 332164L2L,ThÃ nh pháº©m,QUáº¦N 332164L2L,332164L2L,0,1,1,0,0,1,0,0,TPFOBTN,TPFOBTN,QUAN,AF07803,332164L2L: QUáº¦N 332164,,A01,False,NULL,True,1696,45559.05416666666,1695,45693.33888888889,True
,332191,26000,332191,18976,False,,,Quáº§n 332191,ThÃ nh pháº©m,Quáº§n 332191 - BS 550 BOY,332191,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332191: Quáº§n 332191,,A01,False,NULL,True,1464,44414.39027777778,1671,45175.177777777775,True
,332191FOB,29700,332191FOB,433,False,,,QUáº¦N 332191,ThÃ nh pháº©m,QUáº¦N 332191FOB,332191FOB,0,1,1,0,0,1,0,0,TPFOBTN,TPFOBTN,QUAN,AF07803,332191FOB: QUáº¦N 332191,,A01,False,NULL,True,1671,44824.075694444444,1671,44982.36319444444,True
,332192,26001,332192,18976,False,,,QUáº¦N BÆ I 332192,ThÃ nh pháº©m,QUáº¦N BÆ I 332192 - BS 500 BOY,332192,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332192: QUáº¦N 332192,,A01,False,NULL,True,1464,44414.39166666666,1384,45956.465277777774,True
,332192FOB,29701,332192FOB,433,False,,,QUáº¦N 332192,ThÃ nh pháº©m,QUáº¦N 332192FOB,332192FOB,0,1,1,0,0,1,0,0,TPFOBTN,TPFOBTN,QUAN,AF07803,332192FOB: QUáº¦N 332192,,A01,False,NULL,True,1671,44824.07638888889,1342,45168.320138888885,True
,332200,26002,332200,18976,False,,,QUáº¦N BÆ I 332200,ThÃ nh pháº©m,QUáº¦N BÆ I 332200 - BS 100 BOY,332200,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332200: QUáº¦N 332200,,A01,False,NULL,True,1464,44414.39236111111,1384,45956.465277777774,True
,332200FOB,29722,332200FOB,433,False,,,QUáº¦N 332200,ThÃ nh pháº©m,QUáº¦N 332200FOB,332200FOB,0,1,1,0,0,1,0,0,TPFOBTN,TPFOBTN,QUAN,AF07803,1-365-P-15-MI: Quáº§n,,A01,False,NULL,True,1696,44825.12569444444,1342,45168.320138888885,True
,332200L2L,36318,332200L2L,433,False,,,QUáº¦N 332200L2L,ThÃ nh pháº©m,QUáº¦N 332200 L2L,332200L2L,0,1,1,0,0,1,0,0,TPFOBTN,TPFOBTN,QUAN,AF07803,332200L2L: QUáº¦N 332200,,A01,False,NULL,True,1696,45559.052777777775,1695,45693.32152777778,True
,332260,27869,332260,18976,False,,,ÃO 332260,ThÃ nh pháº©m,,332260,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,332260: 332260 - SNB JKT 500 NEW _ OPT1,,A01,False,NULL,True,1464,44631.13472222222,1696,45156.14236111111,True
,332483,21359,332483,18976,False,,,Quáº§n 332483,ThÃ nh pháº©m,Quáº§n 332483  FTI120 L,332483,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332483: 332483_Quáº§n FTI120 L,,,False,NULL,True,1342,44221.41597222222,1384,45956.44305555555,True
,332483-LAB,28395,332483-LAB,4347,False,,,Quáº§n 332483,ThÃ nh pháº©m,Quáº§n 332483,332483-LAB,0,1,1,0,0,1,0,0,TPUNK,TPGCXK,QUAN,,332483-LAB: Quáº§n 332483,,,False,NULL,True,1695,44680.14791666666,-1,44680.14791666666,True
,332483-MM,27790,332483-MM,4347,False,,,Quáº§n 332483,ThÃ nh pháº©m,Quáº§n 332483,332483-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,332483-MM: Quáº§n 332483,,,False,NULL,True,1488,44616.06805555555,-1,44616.06805555555,True
,332496,27854,332496,18976,False,,,Quáº§n 332496,ThÃ nh pháº©m,Quáº§n 332496 - SKI-P PA 500 PNF G,332496,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332496: Quáº§n 332496,,A01,False,NULL,True,1507,44625.17708333333,1460,45181.07847222222,True
,332496-MM,29231,332496-MM,4347,False,,,Quáº§n 332496,ThÃ nh pháº©m,Quáº§n 332496,332496-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,332496-MM: Quáº§n 332496,,,False,NULL,True,1695,44781.131944444445,-1,44781.131944444445,True
,332572,27853,332572,18976,False,,,Ão 332572,ThÃ nh pháº©m,Ão 332572 - SKI-P JKT 550 JR B,332572,0,1,1,0,1,1,0,0,TPGCXKD,TPGCXK,AO,AF07802,332572: Ão 332572,,A01,False,NULL,True,1507,44625.17083333333,-1,44625.17083333333,True
,332577,26003,332577,18976,False,,,QUáº¦N 332577,ThÃ nh pháº©m,QUáº¦N 332577 - BS 100 C PRINT,332577,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332577: QUáº¦N 332577,,A01,False,NULL,True,1464,44414.393055555556,1464,44414.393055555556,True
,332593,35147,332593,18976,False,,,Quáº§n 332593,ThÃ nh pháº©m,Quáº§n 332593 Pant Reg 500 ESS M,332593,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332593: Quáº§n 332593,,,False,NULL,True,1342,45462.55138888889,-1,45462.55138888889,True
,332593.-,37552,332593.-,4347,False,,,Quáº§n 332593.-,ThÃ nh pháº©m,Quáº§n 332593.-,332593.-,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUANAO,AF07802,332593.-: Quáº§n 332593.-,,,False,NULL,True,1695,45673.15555555555,-1,45673.15555555555,True
,332598,26004,332598,18976,False,,,QUáº¦N 332598,ThÃ nh pháº©m,QUáº¦N 332598 - BS 100 L PRINT,332598,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332598: QUáº¦N 332598,,A01,False,NULL,True,1464,44414.393749999996,1464,44414.393749999996,True
,332621,21350,332621,18976,False,,,Quáº§n 332621,ThÃ nh pháº©m,Quáº§n 332621  FTI 100,332621,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332621: 332621_Quáº§n FTI 100,,,False,NULL,True,1342,44221.11944444444,1342,44365.188888888886,True
,332621-MM,27190,332621-MM,4347,False,,,Quáº§n 332621,ThÃ nh pháº©m,,332621-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,332621-MM: Quáº§n 332621,,,False,NULL,True,4,44566.42569444444,-1,44566.42569444444,True
,332661,26005,332661,18976,False,,,QUáº¦N 332661,ThÃ nh pháº©m,QUáº¦N 332661 - BS 100 S PRINT,332661,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332661: QUáº¦N 332661,,A01,False,NULL,True,1464,44414.39444444444,1342,45168.319444444445,True
,332669,21485,332669,18976,False,,,Quáº§n 332669,ThÃ nh pháº©m,Quáº§n 332669  BIBSHORT MEN RC100 M Bib shorts,332669,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332669: 332669 -BIBSHORT MEN RC100 M Bib shorts,,A01,False,NULL,True,1453,44260.14513888889,1384,45956.44027777777,True
,332669-MM,27189,332669-MM,4347,False,,,Quáº§n  332669,ThÃ nh pháº©m,Quáº§n  332669,332669-MM,0,0,0,0,0,0,0,0,TPUNK,TPKXD,QUAN,AF07802,332669-MM: Ão  332669,,,False,NULL,True,4,44566.42569444444,1695,44789.126388888886,True
,332673,21482,332673,18976,False,,,Quáº§n 332673,ThÃ nh pháº©m,Quáº§n 332673 CYCLING SHORTS MEN RC100 M Padde,332673,0,1,1,0,0,1,0,0,TPGCXKD,TPGCXK,QUAN,AF07802,332673: 332673 CYCLING SHORTS MEN RC100 M Padde,,A01,False,NULL,True,1453,44260.11388888889,1384,45956.44027777777,True
